tconst,primary_title,start_year,genres,averagerating,studio,domestic_gross,year,Genre1,Genre2,Genre3
tt2267998,Gone Girl,2014,"Drama,Mystery,Thriller",8.1,Fox,167800000.0,2014,Drama,Mystery,Thriller
tt2268016,Magic Mike XXL,2015,"Comedy,Drama,Music",5.6,WB,66000000.0,2015,Comedy,Drama,Music
tt2277860,Finding Dory,2016,"Adventure,Animation,Comedy",7.3,BV,486300000.0,2016,Adventure,Animation,Comedy
tt2281587,Muppets Most Wanted,2014,"Adventure,Comedy,Crime",6.4,BV,51200000.0,2014,Adventure,Comedy,Crime
tt2283362,Jumanji: Welcome to the Jungle,2017,"Action,Adventure,Comedy",7.0,Sony,404500000.0,2017,Action,Adventure,Comedy
tt2293640,Minions,2015,"Adventure,Animation,Comedy",6.4,Uni.,336000000.0,2015,Adventure,Animation,Comedy
tt2294449,22 Jump Street,2014,"Action,Comedy,Crime",7.0,Sony,191700000.0,2014,Action,Comedy,Crime
tt2304933,The 5th Wave,2016,"Action,Adventure,Drama",5.2,Sony,34900000.0,2016,Action,Adventure,Drama
tt2316204,Alien: Covenant,2017,"Horror,Sci-Fi,Thriller",6.4,Fox,74300000.0,2017,Horror,Sci-Fi,Thriller
tt2322441,Fifty Shades of Grey,2015,"Drama,Romance,Thriller",4.1,Uni.,166200000.0,2015,Drama,Romance,Thriller
tt2334879,White House Down,2013,"Action,Drama,Thriller",6.4,Sony,73100000.0,2013,Action,Drama,Thriller
tt2357291,Rio 2,2014,"Adventure,Animation,Comedy",6.3,Fox,131500000.0,2014,Adventure,Animation,Comedy
tt2363461,The Pyramid,2013,Horror,3.9,Fox,2800000.0,2014,Horror,,
tt2364841,Runner Runner,2013,"Crime,Thriller",5.6,Fox,19300000.0,2013,Crime,Thriller,
tt2369135,Need for Speed,2014,"Action,Crime,Thriller",6.5,BV,43600000.0,2014,Action,Crime,Thriller
tt2379713,Spectre,2015,"Action,Adventure,Thriller",6.8,Sony,200100000.0,2015,Action,Adventure,Thriller
tt2381991,The Huntsman: Winter's War,2016,"Action,Adventure,Drama",6.1,Uni.,48400000.0,2016,Action,Adventure,Drama
tt2387499,Keeping Up with the Joneses,2016,"Action,Comedy",5.9,Fox,14900000.0,2016,Action,Comedy,
tt2387559,Delivery Man,2013,"Comedy,Drama",6.4,BV,30700000.0,2013,Comedy,Drama,
tt2395427,Avengers: Age of Ultron,2015,"Action,Adventure,Sci-Fi",7.3,BV,459000000.0,2015,Action,Adventure,Sci-Fi
tt2398241,Smurfs: The Lost Village,2017,"Adventure,Animation,Comedy",6.0,Sony,45000000.0,2017,Adventure,Animation,Comedy
tt2404463,The Heat,2013,"Action,Comedy,Crime",6.6,Fox,159600000.0,2013,Action,Comedy,Crime
tt2446042,Taken 3,2014,"Action,Thriller",6.0,Fox,89300000.0,2015,Action,Thriller,
tt2452042,The Peanuts Movie,2015,"Adventure,Animation,Comedy",7.1,Fox,130199999.0,2015,Adventure,Animation,Comedy
tt2458776,Bears,2014,Documentary,7.4,BV,17800000.0,2014,Documentary,,
tt2510894,Hotel Transylvania 2,2015,"Animation,Comedy,Family",6.7,Sony,169700000.0,2015,Animation,Comedy,Family
tt2527336,Star Wars: The Last Jedi,2017,"Action,Adventure,Fantasy",7.1,BV,620200000.0,2017,Action,Adventure,Fantasy
tt2531344,Blockers,2018,Comedy,6.2,Uni.,60300000.0,2018,Comedy,,
tt2547584,The Light Between Oceans,2016,"Drama,Romance",7.2,BV,12500000.0,2016,Drama,Romance,
tt2554274,Crimson Peak,2015,"Drama,Fantasy,Horror",6.5,Uni.,31100000.0,2015,Drama,Fantasy,Horror
tt2557490,A Million Ways to Die in the West,2014,"Comedy,Western",6.1,Uni.,43100000.0,2014,Comedy,Western,
tt2561572,Get Hard,2015,"Comedy,Crime",6.0,WB,90400000.0,2015,Comedy,Crime,
tt2567026,Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy",6.2,BV,77000000.0,2016,Adventure,Family,Fantasy
tt2637276,Ted 2,2015,Comedy,6.3,Uni.,81500000.0,2015,Comedy,,
tt2649554,Midnight Special,2016,"Action,Drama,Mystery",6.6,WB,3700000.0,2016,Action,Drama,Mystery
tt2660118,Split,2016,"Comedy,Romance,Sport",2.9,Uni.,138300000.0,2017,Comedy,Romance,Sport
tt2679042,Hitman: Agent 47,2015,"Action,Adventure,Crime",5.7,Fox,22500000.0,2015,Action,Adventure,Crime
tt2692250,Night at the Museum: Secret of the Tomb,2014,"Adventure,Comedy,Family",6.2,Fox,113700000.0,2014,Adventure,Comedy,Family
tt2702724,The Boss,2016,Comedy,5.4,Uni.,63300000.0,2016,Comedy,,
tt2709768,The Secret Life of Pets,2016,"Adventure,Animation,Comedy",6.5,Uni.,368400000.0,2016,Adventure,Animation,Comedy
tt2717822,Blackhat,2015,"Action,Crime,Thriller",5.4,Uni.,8000000.0,2015,Action,Crime,Thriller
tt2726560,The Longest Ride,2015,"Drama,Romance",7.1,Fox,37400000.0,2015,Drama,Romance,
tt2732680,Oro,2013,Documentary,8.7,Sony,5500.0,2017,Documentary,,
tt2752758,Devil's Due,2014,"Horror,Mystery,Thriller",4.1,Fox,15800000.0,2014,Horror,Mystery,Thriller
tt2771372,Veronica Mars,2014,"Crime,Drama,Mystery",6.8,WB,3300000.0,2014,Crime,Drama,Mystery
tt2802144,Kingsman: The Secret Service,2014,"Action,Adventure,Comedy",7.7,Fox,128300000.0,2015,Action,Adventure,Comedy
tt2820852,Furious 7,2015,"Action,Crime,Thriller",7.2,Uni.,353000000.0,2015,Action,Crime,Thriller
tt2823054,Mike and Dave Need Wedding Dates,2016,"Adventure,Comedy,Romance",6.0,Fox,46000000.0,2016,Adventure,Comedy,Romance
tt2848292,Pitch Perfect 2,2015,"Comedy,Music",6.4,Uni.,184300000.0,2015,Comedy,Music,
tt2869728,Ride Along 2,2016,"Action,Comedy,Crime",5.9,Uni.,91200000.0,2016,Action,Comedy,Crime
tt2872732,Lucy,2014,"Action,Sci-Fi,Thriller",6.4,Uni.,126700000.0,2014,Action,Sci-Fi,Thriller
tt2873282,Red Sparrow,2018,"Action,Drama,Thriller",6.6,Fox,46900000.0,2018,Action,Drama,Thriller
tt2909116,Wolf Totem,2015,"Adventure,Drama",6.7,Sony,211000.0,2015,Adventure,Drama,
tt2948356,Zootopia,2016,"Adventure,Animation,Comedy",8.0,BV,341300000.0,2016,Adventure,Animation,Comedy
tt2974918,Alvin and the Chipmunks: The Road Chip,2015,"Adventure,Animation,Comedy",5.1,Fox,85900000.0,2015,Adventure,Animation,Comedy
tt2975578,The Purge: Anarchy,2014,"Action,Horror,Sci-Fi",6.5,Uni.,72000000.0,2014,Action,Horror,Sci-Fi
tt2975590,Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Fantasy",6.5,WB,330400000.0,2016,Action,Adventure,Fantasy
tt2978462,Dolphin Tale 2,2014,"Drama,Family",6.4,WB,42000000.0,2014,Drama,Family,
tt2980648,The Hundred-Foot Journey,2014,"Comedy,Drama",7.3,BV,54200000.0,2014,Comedy,Drama,
tt2980706,Planes: Fire & Rescue,2014,"Adventure,Animation,Comedy",6.0,BV,59200000.0,2014,Adventure,Animation,Comedy
tt3007512,The Water Diviner,2014,"Drama,History,War",7.1,WB,4200000.0,2015,Drama,History,War
tt3104988,Crazy Rich Asians,2018,"Comedy,Romance",7.0,WB,174500000.0,2018,Comedy,Romance,
tt3152624,Trainwreck,2015,"Comedy,Drama,Romance",6.2,Uni.,110200000.0,2015,Comedy,Drama,Romance
tt3181822,The Boy Next Door,2015,"Horror,Thriller",4.7,Uni.,35400000.0,2015,Horror,Thriller,
tt3263904,Sully,2016,"Biography,Drama",7.5,WB,125100000.0,2016,Biography,Drama,
tt3289724,Welcome to Marwen,2018,"Biography,Comedy,Drama",6.1,Uni.,10800000.0,2018,Biography,Comedy,Drama
tt3332064,Pan,2015,"Adventure,Comedy,Family",5.8,WB,35100000.0,2015,Adventure,Comedy,Family
tt3381008,The Brothers Grimsby,2016,"Action,Adventure,Comedy",6.2,Sony,6900000.0,2016,Action,Adventure,Comedy
tt3385516,X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi",7.0,Fox,155400000.0,2016,Action,Adventure,Sci-Fi
tt3411444,Ferdinand,2017,"Adventure,Animation,Comedy",6.7,Fox,84400000.0,2017,Adventure,Animation,Comedy
tt3416828,Ice Age: Collision Course,2016,"Adventure,Animation,Comedy",5.7,Fox,64099999.0,2016,Adventure,Animation,Comedy
tt3450650,Paul Blart: Mall Cop 2,2015,"Action,Comedy,Crime",4.4,Sony,71000000.0,2015,Action,Comedy,Crime
tt3450958,War for the Planet of the Apes,2017,"Action,Adventure,Drama",7.5,Fox,146900000.0,2017,Action,Adventure,Drama
tt3469046,Despicable Me 3,2017,"Adventure,Animation,Comedy",6.3,Uni.,264600000.0,2017,Adventure,Animation,Comedy
tt3470600,Sing,2016,"Animation,Comedy,Family",7.1,Uni.,270400000.0,2016,Animation,Comedy,Family
tt3498820,Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",7.8,BV,408100000.0,2016,Action,Adventure,Sci-Fi
tt3501632,Thor: Ragnarok,2017,"Action,Adventure,Comedy",7.9,BV,315100000.0,2017,Action,Adventure,Comedy
tt3521164,Moana,2016,"Adventure,Animation,Comedy",7.6,BV,248800000.0,2016,Adventure,Animation,Comedy
tt3530002,The Night Before,2015,"Adventure,Comedy,Fantasy",6.4,Sony,43000000.0,2015,Adventure,Comedy,Fantasy
tt3532216,American Made,2017,"Action,Biography,Comedy",7.2,Uni.,51300000.0,2017,Action,Biography,Comedy
tt3564472,Girls Trip,2017,"Comedy,Drama",6.2,Uni.,115200000.0,2017,Comedy,Drama,
tt3566920,The Other Side of the Door,2014,Drama,3.8,Fox,3000000.0,2016,Drama,,
tt3606752,Cars 3,2017,"Adventure,Animation,Comedy",6.8,BV,152900000.0,2017,Adventure,Animation,Comedy
tt3606756,Incredibles 2,2018,"Action,Adventure,Animation",7.7,BV,608600000.0,2018,Action,Adventure,Animation
tt3614530,Jem and the Holograms,2015,"Adventure,Drama,Family",4.1,Uni.,2200000.0,2015,Adventure,Drama,Family
tt3622592,Paper Towns,2015,"Comedy,Drama,Mystery",6.3,Fox,32000000.0,2015,Comedy,Drama,Mystery
tt3659388,The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,Fox,228400000.0,2015,Adventure,Drama,Sci-Fi
tt3660770,Monkey Kingdom,2015,Documentary,7.3,BV,16399999.0,2015,Documentary,,
tt3682448,Bridge of Spies,2015,"Drama,History,Thriller",7.6,BV,72300000.0,2015,Drama,History,Thriller
tt3691740,The BFG,2016,"Adventure,Family,Fantasy",6.4,BV,55500000.0,2016,Adventure,Family,Fantasy
tt3707106,By the Sea,2015,"Drama,Romance",5.3,Uni.,538000.0,2015,Drama,Romance,
tt3713166,Unfriended,2014,"Horror,Mystery,Thriller",5.6,Uni.,32500000.0,2015,Horror,Mystery,Thriller
tt3731562,Kong: Skull Island,2017,"Action,Adventure,Fantasy",6.6,WB,168100000.0,2017,Action,Adventure,Fantasy
tt3748528,Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",7.8,BV,532200000.0,2016,Action,Adventure,Sci-Fi
tt3760922,My Big Fat Greek Wedding 2,2016,"Comedy,Romance",6.0,Uni.,59700000.0,2016,Comedy,Romance,
tt3766354,The Equalizer 2,2018,"Action,Crime,Thriller",6.7,Sony,102100000.0,2018,Action,Crime,Thriller
tt3778644,Solo: A Star Wars Story,2018,"Action,Adventure,Fantasy",7.0,BV,213800000.0,2018,Action,Adventure,Fantasy
tt3787590,We Are Your Friends,2015,"Drama,Music,Romance",6.2,WB,3600000.0,2015,Drama,Music,Romance
tt3799694,The Nice Guys,2016,"Action,Comedy,Crime",7.4,WB,36300000.0,2016,Action,Comedy,Crime
tt3850590,Krampus,2015,"Comedy,Fantasy,Horror",6.2,Uni.,42700000.0,2015,Comedy,Fantasy,Horror
tt3874544,The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,Fox,175000000.0,2017,Adventure,Animation,Comedy
tt3896198,Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.7,BV,389800000.0,2017,Action,Adventure,Comedy
tt4046784,Maze Runner: The Scorch Trials,2015,"Action,Sci-Fi,Thriller",6.3,Fox,81700000.0,2015,Action,Sci-Fi,Thriller
tt4052882,The Shallows,2016,"Drama,Horror,Thriller",6.3,Sony,55100000.0,2016,Drama,Horror,Thriller
tt4073790,The Darkest Minds,2018,"Action,Adventure,Drama",5.7,Fox,12700000.0,2018,Action,Adventure,Drama
tt4094724,The Purge: Election Year,2016,"Action,Horror,Sci-Fi",6.0,Uni.,79200000.0,2016,Action,Horror,Sci-Fi
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure,Family,Fantasy",6.6,WB,159600000.0,2018,Adventure,Family,Fantasy
tt4154756,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.5,BV,678800000.0,2018,Action,Adventure,Sci-Fi
tt4191054,Strange Magic,2015,"Adventure,Animation,Comedy",5.8,BV,12400000.0,2015,Adventure,Animation,Comedy
tt4196776,Jason Bourne,2016,"Action,Thriller",6.6,Uni.,162400000.0,2016,Action,Thriller,
tt4341582,Queen of Katwe,2016,"Biography,Drama,Sport",7.4,BV,8900000.0,2016,Biography,Drama,Sport
tt4361050,Ouija: Origin of Evil,2016,"Drama,Horror,Mystery",6.1,Uni.,35100000.0,2016,Drama,Horror,Mystery
tt4438848,Neighbors 2: Sorority Rising,2016,Comedy,5.7,Uni.,55500000.0,2016,Comedy,,
tt4465564,Fifty Shades Darker,2017,"Drama,Romance",4.6,Uni.,114600000.0,2017,Drama,Romance,
tt4468740,Paddington 2,2017,"Adventure,Comedy,Family",7.9,WB,40900000.0,2018,Adventure,Comedy,Family
tt4477536,Fifty Shades Freed,2018,"Drama,Romance,Thriller",4.5,Uni.,100400000.0,2018,Drama,Romance,Thriller
tt4501244,Why Him?,2016,Comedy,6.2,Fox,60300000.0,2016,Comedy,,
tt4587656,The Star,2017,"Adventure,Animation,Comedy",6.1,Sony,40900000.0,2017,Adventure,Animation,Comedy
tt4624424,Storks,2016,"Adventure,Animation,Comedy",6.8,WB,72700000.0,2016,Adventure,Animation,Comedy
tt4629266,Born in China,2016,Documentary,7.2,BV,13900000.0,2017,Documentary,,
tt4630562,The Fate of the Furious,2017,"Action,Crime,Thriller",6.7,Uni.,226000000.0,2017,Action,Crime,Thriller
tt4649416,Almost Christmas,2016,"Comedy,Drama",6.1,Uni.,42200000.0,2016,Comedy,Drama,
tt4649466,Kingsman: The Golden Circle,2017,"Action,Adventure,Comedy",6.8,Fox,100200000.0,2017,Action,Adventure,Comedy
tt4682788,Loving Pablo,2017,"Action,Biography,Crime",6.3,Uni.,22000.0,2018,Action,Biography,Crime
tt4731136,A Cure for Wellness,2016,"Drama,Fantasy,Horror",6.4,Fox,8100000.0,2017,Drama,Fantasy,Horror
tt4765284,Pitch Perfect 3,2017,"Comedy,Music",5.8,Uni.,104900000.0,2017,Comedy,Music,
tt4779682,The Meg,2018,"Action,Horror,Sci-Fi",5.7,WB,145400000.0,2018,Action,Horror,Sci-Fi
tt4799050,Rough Night,2017,"Comedy,Crime,Thriller",5.2,Sony,22100000.0,2017,Comedy,Crime,Thriller
tt4846340,Hidden Figures,2016,"Biography,Drama,History",7.8,Fox,169600000.0,2016,Biography,Drama,History
tt4877122,The Emoji Movie,2017,"Adventure,Animation,Comedy",3.2,Sony,86100000.0,2017,Adventure,Animation,Comedy
tt4881806,Jurassic World: Fallen Kingdom,2018,"Action,Adventure,Sci-Fi",6.2,Uni.,417700000.0,2018,Action,Adventure,Sci-Fi
tt5001718,"Everything, Everything",2017,"Drama,Romance",6.4,WB,34100000.0,2017,Drama,Romance,
tt5013056,Dunkirk,2017,"Action,Drama,History",7.9,WB,188000000.0,2017,Action,Drama,History
tt5028340,Mary Poppins Returns,2018,"Comedy,Family,Fantasy",6.9,BV,172000000.0,2018,Comedy,Family,Fantasy
tt5052448,Get Out,2017,"Horror,Mystery,Thriller",7.7,Uni.,176000000.0,2017,Horror,Mystery,Thriller
tt5052474,Sicario: Day of the Soldado,2018,"Action,Crime,Drama",7.1,Sony,50100000.0,2018,Action,Crime,Drama
tt5095030,Ant-Man and the Wasp,2018,"Action,Adventure,Comedy",7.1,BV,216600000.0,2018,Action,Adventure,Comedy
tt5117670,Peter Rabbit,2018,"Adventure,Animation,Comedy",6.6,Sony,115300000.0,2018,Adventure,Animation,Comedy
tt5164432,"Love, Simon",2018,"Comedy,Drama,Romance",7.6,Fox,40800000.0,2018,Comedy,Drama,Romance
tt5220122,Hotel Transylvania 3: Summer Vacation,2018,"Adventure,Animation,Comedy",6.3,Sony,167500000.0,2018,Adventure,Animation,Comedy
tt5273624,Journey to the West: The Demons Strike Back,2017,"Adventure,Comedy,Fantasy",5.4,Sony,880000.0,2017,Adventure,Comedy,Fantasy
tt5282006,The Duelist,2016,"Action,Drama,Thriller",6.4,Sony,13500.0,2016,Action,Drama,Thriller
tt5308322,Happy Death Day,2017,"Horror,Mystery,Thriller",6.5,Uni.,55700000.0,2017,Horror,Mystery,Thriller
tt5463162,Deadpool 2,2018,"Action,Adventure,Comedy",7.8,Fox,318500000.0,2018,Action,Adventure,Comedy
tt5481184,League of Gods,2016,"Action,Fantasy",4.6,Sony,182000.0,2016,Action,Fantasy,
tt5523010,The Nutcracker and the Four Realms,2018,"Adventure,Family,Fantasy",5.5,BV,54900000.0,2018,Adventure,Family,Fantasy
tt5580266,The Hate U Give,2018,"Crime,Drama",7.3,Fox,29700000.0,2018,Crime,Drama,
tt5664636,Goosebumps 2: Haunted Halloween,2018,"Adventure,Comedy,Family",5.6,Sony,46700000.0,2018,Adventure,Comedy,Family
tt5726086,Insidious: The Last Key,2018,"Horror,Mystery,Thriller",5.7,Uni.,67700000.0,2018,Horror,Mystery,Thriller
tt5758778,Skyscraper,2018,"Action,Adventure,Thriller",5.8,Uni.,68400000.0,2018,Action,Adventure,Thriller
tt5848272,Ralph Breaks the Internet,2018,"Adventure,Animation,Comedy",7.1,BV,201100000.0,2018,Adventure,Animation,Comedy
tt6000478,"Roman J. Israel, Esq.",2017,"Crime,Drama,Thriller",6.4,Sony,12000000.0,2017,Crime,Drama,Thriller
tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,"Comedy,Family",4.4,Fox,20700000.0,2017,Comedy,Family,
tt6133466,The First Purge,2018,"Action,Horror,Sci-Fi",5.1,Uni.,69500000.0,2018,Action,Horror,Sci-Fi
tt6182908,Smallfoot,2018,"Adventure,Animation,Comedy",6.7,WB,83200000.0,2018,Adventure,Animation,Comedy
tt6272828,Mubarakan,2017,"Comedy,Romance",5.6,Sony,759000.0,2017,Comedy,Romance,
tt6294822,The Post,2017,"Biography,Drama,History",7.2,Fox,81900000.0,2017,Biography,Drama,History
tt6352548,Poster Boys,2017,Comedy,5.6,Sony,97000.0,2017,Comedy,,
tt6580564,102 Not Out,2018,"Comedy,Drama",7.5,Sony,1300000.0,2018,Comedy,Drama,
tt6802308,The 15:17 to Paris,2018,"Biography,Drama,Thriller",5.2,WB,36300000.0,2018,Biography,Drama,Thriller
tt6911608,Mamma Mia! Here We Go Again,2018,"Comedy,Musical,Romance",6.7,Uni.,120600000.0,2018,Comedy,Musical,Romance
tt6921996,Johnny English Strikes Again,2018,"Action,Adventure,Comedy",6.2,Uni.,4400000.0,2018,Action,Adventure,Comedy
tt6966692,Green Book,2018,"Biography,Comedy,Drama",8.3,Uni.,85100000.0,2018,Biography,Comedy,Drama
tt7074886,The Front Runner,2018,"Biography,Drama,History",6.2,Sony,2000000.0,2018,Biography,Drama,History
tt7690638,Soorma,2018,"Biography,Drama,Sport",7.4,Sony,390000.0,2018,Biography,Drama,Sport
tt7752454,Detective Chinatown 2,2018,"Action,Comedy,Mystery",6.1,WB,2000000.0,2018,Action,Comedy,Mystery
tt7905466,They Shall Not Grow Old,2018,"Documentary,History,War",8.4,WB,18000000.0,2018,Documentary,History,War
